action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2370214,[],CHEMBL982812,Inhibition of recombinant PARP2 by flashplate scintillation proximity assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,,,CHEMBL1140140,J Med Chem,2008,"{'bei': '20.71', 'le': '0.38', 'lle': '6.65', 'sei': '10.42'}",CHEMBL521686,OLAPARIB,CHEMBL521686,9.00,0,http://www.openphacts.org/units/Nanomolar,746511,=,1,1,=,,IC50,nM,,1.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,uM,UO_0000065,,0.001
,,2709345,[],CHEMBL1060806,Inhibition of human PARP2 expressed in baculovirus system,B,,,BAO_0000190,BAO_0000019,assay format,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCNCC3)c21,,,CHEMBL1153049,Bioorg Med Chem Lett,2009,"{'bei': '21.95', 'le': '0.41', 'lle': '6.88', 'sei': '8.40'}",CHEMBL558845,,CHEMBL558845,7.50,0,http://www.openphacts.org/units/Nanomolar,826696,=,1,1,=,,IC50,nM,,32.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,32.0
,,2709346,[],CHEMBL1060806,Inhibition of human PARP2 expressed in baculovirus system,B,,,BAO_0000190,BAO_0000019,assay format,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCCNCC3)c21,,,CHEMBL1153049,Bioorg Med Chem Lett,2009,"{'bei': '21.86', 'le': '0.41', 'lle': '6.77', 'sei': '8.70'}",CHEMBL560790,,CHEMBL560790,7.77,0,http://www.openphacts.org/units/Nanomolar,826697,=,1,1,=,,IC50,nM,,17.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,17.0
,,3084121,[],CHEMBL1074654,Inhibition of PARP2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1cccnc1,,,CHEMBL1153250,Bioorg Med Chem Lett,2010,"{'bei': '29.28', 'le': '0.53', 'lle': '7.51', 'sei': '14.45'}",CHEMBL595018,,CHEMBL595018,9.00,0,http://www.openphacts.org/units/Nanomolar,873989,=,1,1,=,,IC50,nM,,1.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,1.0
,,3084122,[],CHEMBL1074654,Inhibition of PARP2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCC2c3c(cccc31)CCN2C(=O)CCc1cnccn1,,,CHEMBL1153250,Bioorg Med Chem Lett,2010,"{'bei': '27.92', 'le': '0.51', 'lle': '7.72', 'sei': '11.97'}",CHEMBL609002,,CHEMBL609002,9.00,0,http://www.openphacts.org/units/Nanomolar,873992,=,1,1,=,,IC50,nM,,1.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,1.0
,,3270465,[],CHEMBL1115413,Inhibition of human PARP2 by trichloroacetic acid precipitation assay,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,,,CHEMBL1157008,J Med Chem,2009,"{'bei': '27.08', 'le': '0.49', 'lle': '6.09', 'sei': '11.90'}",CHEMBL1094636,NIRAPARIB,CHEMBL1094636,8.68,0,http://www.openphacts.org/units/Nanomolar,905675,=,1,1,=,,IC50,nM,,2.1,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,2.1
,,3367434,[],CHEMBL1176209,Inhibition of PARP2,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c(CCCN2CC=C(c3ccc(F)cc3)CC2)nc2c(Cl)cccc12,,,CHEMBL1177697,J Med Chem,2010,"{'bei': '15.84', 'le': '0.31', 'lle': '1.86', 'sei': '12.86'}",CHEMBL251030,,CHEMBL251030,6.30,0,http://www.openphacts.org/units/Nanomolar,924964,=,1,1,=,,IC50,nM,,500.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,500.0
,,3367435,[],CHEMBL1176209,Inhibition of PARP2,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc(-c2cnc3cccc(C(N)=O)c3n2)cc1,,,CHEMBL1177697,J Med Chem,2010,"{'bei': '29.52', 'le': '0.53', 'lle': '5.83', 'sei': '8.74'}",CHEMBL481603,,CHEMBL481603,8.10,0,http://www.openphacts.org/units/Nanomolar,924966,=,1,1,=,,IC50,nM,,8.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,nM,UO_0000065,,8.0
,,10859401,[],CHEMBL2020830,Inhibition of PARP2 autoPARsylation measuring nicotinamide concentration after 2 hrs by LC-MS analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1,,,CHEMBL2016557,J Med Chem,2012,,CHEMBL1552719,,CHEMBL1552719,,0,http://www.openphacts.org/units/Nanomolar,1634061,>,1,1,>,,IC50,nM,,19000.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,uM,UO_0000065,,19.0
,,10859410,[],CHEMBL2020830,Inhibition of PARP2 autoPARsylation measuring nicotinamide concentration after 2 hrs by LC-MS analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,,,CHEMBL2016557,J Med Chem,2012,"{'bei': '22.01', 'le': '0.45', 'lle': '3.21', 'sei': '14.94'}",CHEMBL1086580,,CHEMBL1086580,6.87,0,http://www.openphacts.org/units/Nanomolar,1634058,=,1,1,=,,IC50,nM,,134.0,CHEMBL5366,Homo sapiens,Poly [ADP-ribose] polymerase 2,9606,,,IC50,uM,UO_0000065,,0.134
