action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13297603,[],CHEMBL2382484,Inhibition of PARP6 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,,,CHEMBL2380224,J Med Chem,2013,,CHEMBL1086580,,CHEMBL1086580,,0,http://www.openphacts.org/units/Nanomolar,1894252,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,10.0
,,13297604,[],CHEMBL2382484,Inhibition of PARP6 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(=O)[nH]c2cc(-c3ccccc3F)ccc12,,,CHEMBL2380224,J Med Chem,2013,,CHEMBL2381633,,CHEMBL2381633,,0,http://www.openphacts.org/units/Nanomolar,1894259,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,10.0
,,13301115,[],CHEMBL2384338,Inhibition of PARP6 (unknown origin) using histone as substrate after 1 hr by luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1,,,CHEMBL2380263,J Med Chem,2013,,CHEMBL2381958,,CHEMBL2381958,,0,http://www.openphacts.org/units/Nanomolar,1894648,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,10.0
,,16407254,[],CHEMBL3743853,Inhibition of full length human PARP6 expressed in a Baculovirus infected Sf9 insect cells using activated DNA as substrate after 1 hr by streptavidin-horseradish peroxidase-based luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,,,CHEMBL3739394,Bioorg Med Chem Lett,2015,"{'bei': '13.75', 'le': '0.25', 'lle': '3.45', 'sei': '5.84'}",CHEMBL3740104,,CHEMBL3740104,6.19,0,http://www.openphacts.org/units/Nanomolar,2739749,=,1,1,=,,IC50,nM,,640.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,0.64
,,16407326,[],CHEMBL3743853,Inhibition of full length human PARP6 expressed in a Baculovirus infected Sf9 insect cells using activated DNA as substrate after 1 hr by streptavidin-horseradish peroxidase-based luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,,,CHEMBL3739394,Bioorg Med Chem Lett,2015,"{'bei': '14.15', 'le': '0.27', 'lle': '3.27', 'sei': '7.32'}",CHEMBL3740897,,CHEMBL3740897,7.08,0,http://www.openphacts.org/units/Nanomolar,2739769,=,1,1,=,,IC50,nM,,83.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,0.083
,,16407366,[],CHEMBL3743853,Inhibition of full length human PARP6 expressed in a Baculovirus infected Sf9 insect cells using activated DNA as substrate after 1 hr by streptavidin-horseradish peroxidase-based luminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,,,CHEMBL3739394,Bioorg Med Chem Lett,2015,"{'bei': '13.22', 'le': '0.25', 'lle': '3.39', 'sei': '6.65'}",CHEMBL521686,OLAPARIB,CHEMBL521686,5.75,0,http://www.openphacts.org/units/Nanomolar,2739770,=,1,1,=,,IC50,nM,,1800.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,1.8
,,18916954,[],CHEMBL4322265,Inhibition of N-terminal GST-tagged recombinant human full length PARP6 expressed in Baculovirus infected Sf9 cells using biotinylated substrate after 1 hr by chemiluminescence method,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)cc3c(=O)[nH]2)cc1,,,CHEMBL4321794,J Med Chem,2019,,CHEMBL4437173,,CHEMBL4437173,,0,http://www.openphacts.org/units/Nanomolar,3155744,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,10.0
,,22440907,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL4678528,Inhibition of PARP-6 (unknown origin) pre-incubated for 30 mins before addition of activated DNA and NAD by chemiluminescent assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,,,CHEMBL4673340,J Med Chem,2020,,CHEMBL4112930,PAMIPARIB,CHEMBL4112930,,0,http://www.openphacts.org/units/Nanomolar,3516956,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,nM,UO_0000065,,100000.0
,,24763984,[],CHEMBL5124501,Inhibition of PARP6 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](COCCC(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F,,,CHEMBL5120882,J Med Chem,2022,,CHEMBL5095043,ATAMPARIB,CHEMBL5095043,,0,http://www.openphacts.org/units/Nanomolar,3863935,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,50.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24986894,[],CHEMBL5228292,Inhibition of N-terminal GST-tagged human recombinant PARP6 (1 to 630 residues) expressed in Sf9 insect cells by chemiluminescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)cn12,,,CHEMBL5226325,J Med Chem,2021,"{'bei': '19.78', 'le': '0.36', 'lle': '2.76', 'sei': '9.71'}",CHEMBL5199558,,CHEMBL5199558,5.58,0,http://www.openphacts.org/units/Nanomolar,3906625,=,1,1,=,,IC50,nM,,2600.0,CHEMBL2380187,Homo sapiens,Poly [ADP-ribose] polymerase 6,9606,,,IC50,uM,UO_0000065,,2.6
